statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case both that the city of Meknes is in Morocco and that the city of Orumiyeh is in Iran.,1,The city of Meknes is in Morocco.,1,Meknes,Morocco,Morocco,The city of Orumiyeh is in Iran.,1,Orumiyeh,"Iran, Islamic Rep. of","Iran, Islamic Rep. of"
It is the case both that the city of Sangli is in India and that the city of Kandahar is in Afghanistan.,1,The city of Sangli is in India.,1,Sangli,India,India,The city of Kandahar is in Afghanistan.,1,Kandahar,Afghanistan,Afghanistan
It is the case both that the city of San Pedro Sula is in Honduras and that the city of Bokaro is in India.,1,The city of San Pedro Sula is in Honduras.,1,San Pedro Sula,Honduras,Honduras,The city of Bokaro is in India.,1,Bokaro,India,India
It is the case both that the city of Chizhou is in China and that the city of Oyo is in Nigeria.,1,The city of Chizhou is in China.,1,Chizhou,China,China,The city of Oyo is in Nigeria.,1,Oyo,Nigeria,Nigeria
It is the case both that the city of New South Memphis is in the United States and that the city of Niamey is in Niger.,1,The city of New South Memphis is in the United States.,1,New South Memphis,United States,United States,The city of Niamey is in Niger.,1,Niamey,Niger,Niger
It is the case both that the city of Palembang is in Indonesia and that the city of Krakow is in Poland.,1,The city of Palembang is in Indonesia.,1,Palembang,Indonesia,Indonesia,The city of Krakow is in Poland.,1,Krakow,Poland,Poland
It is the case both that the city of Jieyang is in China and that the city of Leon de los Aldama is in Mexico.,1,The city of Jieyang is in China.,1,Jieyang,China,China,The city of Leon de los Aldama is in Mexico.,1,Leon de los Aldama,Mexico,Mexico
It is the case both that the city of Zaporizhzhya is in Ukraine and that the city of Maracay is in Venezuela.,1,The city of Zaporizhzhya is in Ukraine.,1,Zaporizhzhya,Ukraine,Ukraine,The city of Maracay is in Venezuela.,1,Maracay,"Venezuela, Bolivarian Rep. of","Venezuela, Bolivarian Rep. of"
It is the case both that the city of Aligarh is in India and that the city of Chandigarh is in India.,1,The city of Aligarh is in India.,1,Aligarh,India,India,The city of Chandigarh is in India.,1,Chandigarh,India,India
It is the case both that the city of Fushun is in China and that the city of Bhiwandi is in India.,1,The city of Fushun is in China.,1,Fushun,China,China,The city of Bhiwandi is in India.,1,Bhiwandi,India,India
It is the case both that the city of Al Ahmadi is in Kuwait and that the city of Jos is in Nigeria.,1,The city of Al Ahmadi is in Kuwait.,1,Al Ahmadi,Kuwait,Kuwait,The city of Jos is in Nigeria.,1,Jos,Nigeria,Nigeria
It is the case both that the city of Linfen is in China and that the city of Cancun is in Mexico.,1,The city of Linfen is in China.,1,Linfen,China,China,The city of Cancun is in Mexico.,1,Cancun,Mexico,Mexico
It is the case both that the city of Tolyatti is in Russia and that the city of Xingtai is in China.,1,The city of Tolyatti is in Russia.,1,Tolyatti,Russian Federation,Russian Federation,The city of Xingtai is in China.,1,Xingtai,China,China
It is the case both that the city of Karol Bagh is in India and that the city of Shuangyashan is in China.,1,The city of Karol Bagh is in India.,1,Karol Bagh,India,India,The city of Shuangyashan is in China.,1,Shuangyashan,China,China
It is the case both that the city of Shizuoka is in Japan and that the city of Qujing is in China.,1,The city of Shizuoka is in Japan.,1,Shizuoka,Japan,Japan,The city of Qujing is in China.,1,Qujing,China,China
It is the case both that the city of Tanggu is in China and that the city of Lodz is in Poland.,1,The city of Tanggu is in China.,1,Tanggu,China,China,The city of Lodz is in Poland.,1,Lodz,Poland,Poland
It is the case both that the city of Yunfu is in China and that the city of Kolhapur is in India.,1,The city of Yunfu is in China.,1,Yunfu,China,China,The city of Kolhapur is in India.,1,Kolhapur,India,India
It is the case both that the city of Cheonan is in South Korea and that the city of Pietermaritzburg is in South Africa.,1,The city of Cheonan is in South Korea.,1,Cheonan,"Korea, Republic of","Korea, Republic of",The city of Pietermaritzburg is in South Africa.,1,Pietermaritzburg,South Africa,South Africa
It is the case both that the city of Antananarivo is in Madagascar and that the city of Homs is in Syria.,1,The city of Antananarivo is in Madagascar.,1,Antananarivo,Madagascar,Madagascar,The city of Homs is in Syria.,1,Homs,Syrian Arab Republic,Syrian Arab Republic
It is the case both that the city of Goyang-si is in South Korea and that the city of Tiruchirappalli is in India.,1,The city of Goyang-si is in South Korea.,1,Goyang-si,"Korea, Republic of","Korea, Republic of",The city of Tiruchirappalli is in India.,1,Tiruchirappalli,India,India
It is the case both that the city of Las Pinas is in the Philippines and that the city of Bucaramanga is in Colombia.,1,The city of Las Pinas is in the Philippines.,1,Las Pinas,Philippines,Philippines,The city of Bucaramanga is in Colombia.,1,Bucaramanga,Colombia,Colombia
It is the case both that the city of San Luis Potosi is in Mexico and that the city of Guilin is in China.,1,The city of San Luis Potosi is in Mexico.,1,San Luis Potosi,Mexico,Mexico,The city of Guilin is in China.,1,Guilin,China,China
It is the case both that the city of Maceio is in Brazil and that the city of Ribeirao Preto is in Brazil.,1,The city of Maceio is in Brazil.,1,Maceio,Brazil,Brazil,The city of Ribeirao Preto is in Brazil.,1,Ribeirao Preto,Brazil,Brazil
It is the case both that the city of Vijayawada is in India and that the city of Acapulco de Juarez is in Mexico.,1,The city of Vijayawada is in India.,1,Vijayawada,India,India,The city of Acapulco de Juarez is in Mexico.,1,Acapulco de Juarez,Mexico,Mexico
It is the case both that the city of Astrakhan is in Russia and that the city of Yekaterinburg is in Russia.,1,The city of Astrakhan is in Russia.,1,Astrakhan,Russian Federation,Russian Federation,The city of Yekaterinburg is in Russia.,1,Yekaterinburg,Russian Federation,Russian Federation
It is the case both that the city of Ordos is in China and that the city of Beijing is in China.,1,The city of Ordos is in China.,1,Ordos,China,China,The city of Beijing is in China.,1,Beijing,China,China
It is the case both that the city of Bokaro is in India and that the city of Xuanzhou is in China.,1,The city of Bokaro is in India.,1,Bokaro,India,India,The city of Xuanzhou is in China.,1,Xuanzhou,China,China
It is the case both that the city of Guwahati is in India and that the city of Xuanzhou is in China.,1,The city of Guwahati is in India.,1,Guwahati,India,India,The city of Xuanzhou is in China.,1,Xuanzhou,China,China
It is the case both that the city of Zagreb is in Croatia and that the city of Recife is in Brazil.,1,The city of Zagreb is in Croatia.,1,Zagreb,Croatia,Croatia,The city of Recife is in Brazil.,1,Recife,Brazil,Brazil
It is the case both that the city of Tiruchirappalli is in India and that the city of Marrakesh is in Morocco.,1,The city of Tiruchirappalli is in India.,1,Tiruchirappalli,India,India,The city of Marrakesh is in Morocco.,1,Marrakesh,Morocco,Morocco
It is the case both that the city of Jiaozuo is in China and that the city of Juiz de Fora is in Brazil.,1,The city of Jiaozuo is in China.,1,Jiaozuo,China,China,The city of Juiz de Fora is in Brazil.,1,Juiz de Fora,Brazil,Brazil
It is the case both that the city of Arequipa is in Peru and that the city of Belo Horizonte is in Brazil.,1,The city of Arequipa is in Peru.,1,Arequipa,Peru,Peru,The city of Belo Horizonte is in Brazil.,1,Belo Horizonte,Brazil,Brazil
It is the case both that the city of Marrakesh is in Morocco and that the city of Leon de los Aldama is in Mexico.,1,The city of Marrakesh is in Morocco.,1,Marrakesh,Morocco,Morocco,The city of Leon de los Aldama is in Mexico.,1,Leon de los Aldama,Mexico,Mexico
It is the case both that the city of Port-au-Prince is in Haiti and that the city of Porto Alegre is in Brazil.,1,The city of Port-au-Prince is in Haiti.,1,Port-au-Prince,Haiti,Haiti,The city of Porto Alegre is in Brazil.,1,Porto Alegre,Brazil,Brazil
It is the case both that the city of Laibin is in China and that the city of Dehra Dun is in India.,1,The city of Laibin is in China.,1,Laibin,China,China,The city of Dehra Dun is in India.,1,Dehra Dun,India,India
It is the case both that the city of Guigang is in China and that the city of Ya'an is in China.,1,The city of Guigang is in China.,1,Guigang,China,China,The city of Ya'an is in China.,1,Ya'an,China,China
It is the case both that the city of Siliguri is in India and that the city of Makhachkala is in Russia.,1,The city of Siliguri is in India.,1,Siliguri,India,India,The city of Makhachkala is in Russia.,1,Makhachkala,Russian Federation,Russian Federation
It is the case both that the city of Qom is in Iran and that the city of Nova Iguacu is in Brazil.,1,The city of Qom is in Iran.,1,Qom,"Iran, Islamic Rep. of","Iran, Islamic Rep. of",The city of Nova Iguacu is in Brazil.,1,Nova Iguacu,Brazil,Brazil
It is the case both that the city of Xiaogan is in China and that the city of Niigata is in Japan.,1,The city of Xiaogan is in China.,1,Xiaogan,China,China,The city of Niigata is in Japan.,1,Niigata,Japan,Japan
It is the case both that the city of Maoming is in China and that the city of Guang'an is in China.,1,The city of Maoming is in China.,1,Maoming,China,China,The city of Guang'an is in China.,1,Guang'an,China,China
It is the case both that the city of Chizhou is in China and that the city of Douala is in Cameroon.,1,The city of Chizhou is in China.,1,Chizhou,China,China,The city of Douala is in Cameroon.,1,Douala,Cameroon,Cameroon
It is the case both that the city of Longyan is in China and that the city of Guntur is in India.,1,The city of Longyan is in China.,1,Longyan,China,China,The city of Guntur is in India.,1,Guntur,India,India
It is the case both that the city of Jilin is in China and that the city of Sharjah is in the United Arab Emirates.,1,The city of Jilin is in China.,1,Jilin,China,China,The city of Sharjah is in the United Arab Emirates.,1,Sharjah,United Arab Emirates,United Arab Emirates
It is the case both that the city of Shijiazhuang is in China and that the city of Bhiwandi is in India.,1,The city of Shijiazhuang is in China.,1,Shijiazhuang,China,China,The city of Bhiwandi is in India.,1,Bhiwandi,India,India
It is the case both that the city of Rangpur is in Bangladesh and that the city of Chongqing is in China.,1,The city of Rangpur is in Bangladesh.,1,Rangpur,Bangladesh,Bangladesh,The city of Chongqing is in China.,1,Chongqing,China,China
It is the case both that the city of Chelyabinsk is in Russia and that the city of Hezhou is in China.,1,The city of Chelyabinsk is in Russia.,1,Chelyabinsk,Russian Federation,Russian Federation,The city of Hezhou is in China.,1,Hezhou,China,China
It is the case both that the city of Dhanbad is in India and that the city of Jiangyin is in China.,1,The city of Dhanbad is in India.,1,Dhanbad,India,India,The city of Jiangyin is in China.,1,Jiangyin,China,China
It is the case both that the city of Maceio is in Brazil and that the city of Baise is in China.,1,The city of Maceio is in Brazil.,1,Maceio,Brazil,Brazil,The city of Baise is in China.,1,Baise,China,China
It is the case both that the city of Laiwu is in China and that the city of Odesa is in Ukraine.,1,The city of Laiwu is in China.,1,Laiwu,China,China,The city of Odesa is in Ukraine.,1,Odesa,Ukraine,Ukraine
It is the case both that the city of Xinyang is in China and that the city of Basrah is in Iraq.,1,The city of Xinyang is in China.,1,Xinyang,China,China,The city of Basrah is in Iraq.,1,Basrah,Iraq,Iraq
It is the case both that the city of Himeji is in Japan and that the city of Huzhou is in China.,1,The city of Himeji is in Japan.,1,Himeji,Japan,Japan,The city of Huzhou is in China.,1,Huzhou,China,China
It is the case both that the city of Ya'an is in China and that the city of Kitakyushu is in Japan.,1,The city of Ya'an is in China.,1,Ya'an,China,China,The city of Kitakyushu is in Japan.,1,Kitakyushu,Japan,Japan
It is the case both that the city of Nampula is in Mozambique and that the city of Kuantan is in Malaysia.,1,The city of Nampula is in Mozambique.,1,Nampula,Mozambique,Mozambique,The city of Kuantan is in Malaysia.,1,Kuantan,Malaysia,Malaysia
It is the case both that the city of Jeddah is in Saudi Arabia and that the city of Sangli is in India.,1,The city of Jeddah is in Saudi Arabia.,1,Jeddah,Saudi Arabia,Saudi Arabia,The city of Sangli is in India.,1,Sangli,India,India
It is the case both that the city of Gold Coast is in Australia and that the city of Xiaogan is in China.,1,The city of Gold Coast is in Australia.,1,Gold Coast,Australia,Australia,The city of Xiaogan is in China.,1,Xiaogan,China,China
It is the case both that the city of Malang is in Indonesia and that the city of Sharjah is in the United Arab Emirates.,1,The city of Malang is in Indonesia.,1,Malang,Indonesia,Indonesia,The city of Sharjah is in the United Arab Emirates.,1,Sharjah,United Arab Emirates,United Arab Emirates
It is the case both that the city of Albuquerque is in the United States and that the city of Kermanshah is in Iran.,1,The city of Albuquerque is in the United States.,1,Albuquerque,United States,United States,The city of Kermanshah is in Iran.,1,Kermanshah,"Iran, Islamic Rep. of","Iran, Islamic Rep. of"
It is the case both that the city of Recife is in Brazil and that the city of Guiyang is in China.,1,The city of Recife is in Brazil.,1,Recife,Brazil,Brazil,The city of Guiyang is in China.,1,Guiyang,China,China
It is the case both that the city of Pretoria is in South Africa and that the city of Qom is in Iran.,1,The city of Pretoria is in South Africa.,1,Pretoria,South Africa,South Africa,The city of Qom is in Iran.,1,Qom,"Iran, Islamic Rep. of","Iran, Islamic Rep. of"
