statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case either that the city of Omsk is in Russia or that the city of Shaoxing is in Pakistan.,1,The city of Omsk is in Russia.,1,Omsk,Russian Federation,Russian Federation,The city of Shaoxing is in Pakistan.,0,Shaoxing,Pakistan,China
It is the case either that the city of Coyoacan is in Mexico or that the city of Feira de Santana is in China.,1,The city of Coyoacan is in Mexico.,1,Coyoacan,Mexico,Mexico,The city of Feira de Santana is in China.,0,Feira de Santana,China,Brazil
It is the case either that the city of Deyang is in China or that the city of Changchun is in Brazil.,1,The city of Deyang is in China.,1,Deyang,China,China,The city of Changchun is in Brazil.,0,Changchun,Brazil,China
It is the case either that the city of Ordos is in China or that the city of Ouagadougou is in China.,1,The city of Ordos is in China.,1,Ordos,China,China,The city of Ouagadougou is in China.,0,Ouagadougou,China,Burkina Faso
It is the case either that the city of Neijiang is in China or that the city of Anyang is in Australia.,1,The city of Neijiang is in China.,1,Neijiang,China,China,The city of Anyang is in Australia.,0,Anyang,Australia,China
It is the case either that the city of Kawaguchi is in Japan or that the city of Al Ain City is in India.,1,The city of Kawaguchi is in Japan.,1,Kawaguchi,Japan,Japan,The city of Al Ain City is in India.,0,Al Ain City,India,United Arab Emirates
It is the case either that the city of Suizhou is in China or that the city of Porto Velho is in Poland.,1,The city of Suizhou is in China.,1,Suizhou,China,China,The city of Porto Velho is in Poland.,0,Porto Velho,Poland,Brazil
It is the case either that the city of Makati City is in the Philippines or that the city of Nuernberg is in Chad.,1,The city of Makati City is in the Philippines.,1,Makati City,Philippines,Philippines,The city of Nuernberg is in Chad.,0,Nuernberg,Chad,Germany
It is the case either that the city of Albuquerque is in the United States or that the city of Pimpri is in China.,1,The city of Albuquerque is in the United States.,1,Albuquerque,United States,United States,The city of Pimpri is in China.,0,Pimpri,China,India
It is the case either that the city of Xianyang is in China or that the city of Dar es Salaam is in Brazil.,1,The city of Xianyang is in China.,1,Xianyang,China,China,The city of Dar es Salaam is in Brazil.,0,Dar es Salaam,Brazil,"Tanzania, United Republic of"
It is the case either that the city of Yangon is in Myanmar or that the city of Kagoshima is in the United States.,1,The city of Yangon is in Myanmar.,1,Yangon,Myanmar,Myanmar,The city of Kagoshima is in the United States.,0,Kagoshima,United States,Japan
It is the case either that the city of Saratov is in Russia or that the city of Abeokuta is in South Korea.,1,The city of Saratov is in Russia.,1,Saratov,Russian Federation,Russian Federation,The city of Abeokuta is in South Korea.,0,Abeokuta,"Korea, Republic of",Nigeria
It is the case either that the city of Korla is in China or that the city of Maoming is in Russia.,1,The city of Korla is in China.,1,Korla,China,China,The city of Maoming is in Russia.,0,Maoming,Russian Federation,China
It is the case either that the city of Johannesburg is in South Africa or that the city of Makhachkala is in Mali.,1,The city of Johannesburg is in South Africa.,1,Johannesburg,South Africa,South Africa,The city of Makhachkala is in Mali.,0,Makhachkala,Mali,Russian Federation
It is the case either that the city of Multan is in Pakistan or that the city of Sargodha is in India.,1,The city of Multan is in Pakistan.,1,Multan,Pakistan,Pakistan,The city of Sargodha is in India.,0,Sargodha,India,Pakistan
It is the case either that the city of Penza is in Russia or that the city of Shaoxing is in Pakistan.,1,The city of Penza is in Russia.,1,Penza,Russian Federation,Russian Federation,The city of Shaoxing is in Pakistan.,0,Shaoxing,Pakistan,China
It is the case either that the city of Quzhou is in China or that the city of Aktobe is in Uzbekistan.,1,The city of Quzhou is in China.,1,Quzhou,China,China,The city of Aktobe is in Uzbekistan.,0,Aktobe,Uzbekistan,Kazakhstan
It is the case either that the city of Ghaziabad is in India or that the city of Xining is in Côte d'Ivoire.,1,The city of Ghaziabad is in India.,1,Ghaziabad,India,India,The city of Xining is in Côte d'Ivoire.,0,Xining,Côte d'Ivoire,China
It is the case either that the city of Brazzaville is in the Republic of the Congo or that the city of Lviv is in Yemen.,1,The city of Brazzaville is in the Republic of the Congo.,1,Brazzaville,Congo,Congo,The city of Lviv is in Yemen.,0,Lviv,Yemen,Ukraine
It is the case either that the city of Bulawayo is in Zimbabwe or that the city of Irbid is in Bangladesh.,1,The city of Bulawayo is in Zimbabwe.,1,Bulawayo,Zimbabwe,Zimbabwe,The city of Irbid is in Bangladesh.,0,Irbid,Bangladesh,Jordan
It is the case either that the city of Al Mahallah al Kubra is in Egypt or that the city of Serang is in Bosnia and Herzegovina.,1,The city of Al Mahallah al Kubra is in Egypt.,1,Al Mahallah al Kubra,Egypt,Egypt,The city of Serang is in Bosnia and Herzegovina.,0,Serang,Bosnia and Herzegovina,Indonesia
It is the case either that the city of Dombivli is in India or that the city of Huaihua is in Mexico.,1,The city of Dombivli is in India.,1,Dombivli,India,India,The city of Huaihua is in Mexico.,0,Huaihua,Mexico,China
It is the case either that the city of Tijuana is in Mexico or that the city of Vladivostok is in China.,1,The city of Tijuana is in Mexico.,1,Tijuana,Mexico,Mexico,The city of Vladivostok is in China.,0,Vladivostok,China,Russian Federation
It is the case either that the city of Kuala Lumpur is in Malaysia or that the city of Hannover is in India.,1,The city of Kuala Lumpur is in Malaysia.,1,Kuala Lumpur,Malaysia,Malaysia,The city of Hannover is in India.,0,Hannover,India,Germany
It is the case either that the city of Zhumadian is in China or that the city of Frankfurt am Main is in China.,1,The city of Zhumadian is in China.,1,Zhumadian,China,China,The city of Frankfurt am Main is in China.,0,Frankfurt am Main,China,Germany
It is the case either that the city of Tucson is in the United States or that the city of Suwon is in China.,1,The city of Tucson is in the United States.,1,Tucson,United States,United States,The city of Suwon is in China.,0,Suwon,China,"Korea, Republic of"
It is the case either that the city of Luzhou is in China or that the city of Linyi is in Australia.,1,The city of Luzhou is in China.,1,Luzhou,China,China,The city of Linyi is in Australia.,0,Linyi,Australia,China
It is the case either that the city of Nyala is in Sudan or that the city of Zhaotong is in Pakistan.,1,The city of Nyala is in Sudan.,1,Nyala,"Sudan, The Republic of","Sudan, The Republic of",The city of Zhaotong is in Pakistan.,0,Zhaotong,Pakistan,China
It is the case either that the city of Maracay is in Venezuela or that the city of Amravati is in Russia.,1,The city of Maracay is in Venezuela.,1,Maracay,"Venezuela, Bolivarian Rep. of","Venezuela, Bolivarian Rep. of",The city of Amravati is in Russia.,0,Amravati,Russian Federation,India
It is the case either that the city of Ibague is in Colombia or that the city of Huaihua is in Mexico.,1,The city of Ibague is in Colombia.,1,Ibague,Colombia,Colombia,The city of Huaihua is in Mexico.,0,Huaihua,Mexico,China
It is the case either that the city of Al Ahmadi is in Kuwait or that the city of Agadir is in Japan.,1,The city of Al Ahmadi is in Kuwait.,1,Al Ahmadi,Kuwait,Kuwait,The city of Agadir is in Japan.,0,Agadir,Japan,Morocco
It is the case either that the city of Visakhapatnam is in India or that the city of Dongying is in Afghanistan.,1,The city of Visakhapatnam is in India.,1,Visakhapatnam,India,India,The city of Dongying is in Afghanistan.,0,Dongying,Afghanistan,China
It is the case either that the city of Fortaleza is in Brazil or that the city of Orumiyeh is in China.,1,The city of Fortaleza is in Brazil.,1,Fortaleza,Brazil,Brazil,The city of Orumiyeh is in China.,0,Orumiyeh,China,"Iran, Islamic Rep. of"
It is the case either that the city of Bahcelievler is in Turkey or that the city of Bogor is in Brazil.,1,The city of Bahcelievler is in Turkey.,1,Bahcelievler,Turkey,Turkey,The city of Bogor is in Brazil.,0,Bogor,Brazil,Indonesia
It is the case either that the city of Asuncion is in Paraguay or that the city of Addis Ababa is in Latvia.,1,The city of Asuncion is in Paraguay.,1,Asuncion,Paraguay,Paraguay,The city of Addis Ababa is in Latvia.,0,Addis Ababa,Latvia,Ethiopia
It is the case either that the city of Poznan is in Poland or that the city of Nuernberg is in Chad.,1,The city of Poznan is in Poland.,1,Poznan,Poland,Poland,The city of Nuernberg is in Chad.,0,Nuernberg,Chad,Germany
It is the case either that the city of Casablanca is in Morocco or that the city of Dehra Dun is in China.,1,The city of Casablanca is in Morocco.,1,Casablanca,Morocco,Morocco,The city of Dehra Dun is in China.,0,Dehra Dun,China,India
It is the case either that the city of Yichang is in China or that the city of Tianjin is in India.,1,The city of Yichang is in China.,1,Yichang,China,China,The city of Tianjin is in India.,0,Tianjin,India,China
It is the case either that the city of Zaria is in Nigeria or that the city of Torreon is in China.,1,The city of Zaria is in Nigeria.,1,Zaria,Nigeria,Nigeria,The city of Torreon is in China.,0,Torreon,China,Mexico
It is the case either that the city of Tabriz is in Iran or that the city of Vilnius is in Mexico.,1,The city of Tabriz is in Iran.,1,Tabriz,"Iran, Islamic Rep. of","Iran, Islamic Rep. of",The city of Vilnius is in Mexico.,0,Vilnius,Mexico,Lithuania
It is the case either that the city of Qom is in Iran or that the city of Baku is in China.,1,The city of Qom is in Iran.,1,Qom,"Iran, Islamic Rep. of","Iran, Islamic Rep. of",The city of Baku is in China.,0,Baku,China,Azerbaijan
It is the case either that the city of Makati City is in the Philippines or that the city of Shymkent is in Japan.,1,The city of Makati City is in the Philippines.,1,Makati City,Philippines,Philippines,The city of Shymkent is in Japan.,0,Shymkent,Japan,Kazakhstan
It is the case either that the city of Kharkiv is in Ukraine or that the city of Wuzhou is in India.,1,The city of Kharkiv is in Ukraine.,1,Kharkiv,Ukraine,Ukraine,The city of Wuzhou is in India.,0,Wuzhou,India,China
It is the case either that the city of Wanzhou is in China or that the city of Zahedan is in Malaysia.,1,The city of Wanzhou is in China.,1,Wanzhou,China,China,The city of Zahedan is in Malaysia.,0,Zahedan,Malaysia,"Iran, Islamic Rep. of"
It is the case either that the city of Lahore is in Pakistan or that the city of Caracas is in China.,1,The city of Lahore is in Pakistan.,1,Lahore,Pakistan,Pakistan,The city of Caracas is in China.,0,Caracas,China,"Venezuela, Bolivarian Rep. of"
It is the case either that the city of Tegucigalpa is in Honduras or that the city of Aleppo is in Venezuela.,1,The city of Tegucigalpa is in Honduras.,1,Tegucigalpa,Honduras,Honduras,The city of Aleppo is in Venezuela.,0,Aleppo,"Venezuela, Bolivarian Rep. of",Syrian Arab Republic
It is the case either that the city of Fortaleza is in Brazil or that the city of Serang is in Bosnia and Herzegovina.,1,The city of Fortaleza is in Brazil.,1,Fortaleza,Brazil,Brazil,The city of Serang is in Bosnia and Herzegovina.,0,Serang,Bosnia and Herzegovina,Indonesia
It is the case either that the city of Agadir is in Morocco or that the city of Weifang is in Vietnam.,1,The city of Agadir is in Morocco.,1,Agadir,Morocco,Morocco,The city of Weifang is in Vietnam.,0,Weifang,Viet Nam,China
It is the case either that the city of Ciudad Guayana is in Venezuela or that the city of Jiaozhou is in Eritrea.,1,The city of Ciudad Guayana is in Venezuela.,1,Ciudad Guayana,"Venezuela, Bolivarian Rep. of","Venezuela, Bolivarian Rep. of",The city of Jiaozhou is in Eritrea.,0,Jiaozhou,Eritrea,China
It is the case either that the city of Qinhuangdao is in China or that the city of Poznan is in Russia.,1,The city of Qinhuangdao is in China.,1,Qinhuangdao,China,China,The city of Poznan is in Russia.,0,Poznan,Russian Federation,Poland
It is the case either that the city of Jilin is in China or that the city of Tucson is in the Philippines.,1,The city of Jilin is in China.,1,Jilin,China,China,The city of Tucson is in the Philippines.,0,Tucson,Philippines,United States
It is the case either that the city of Zahedan is in Iran or that the city of Lianyungang is in Japan.,1,The city of Zahedan is in Iran.,1,Zahedan,"Iran, Islamic Rep. of","Iran, Islamic Rep. of",The city of Lianyungang is in Japan.,0,Lianyungang,Japan,China
It is the case either that the city of Jiangmen is in China or that the city of Bhiwandi is in South Korea.,1,The city of Jiangmen is in China.,1,Jiangmen,China,China,The city of Bhiwandi is in South Korea.,0,Bhiwandi,"Korea, Republic of",India
It is the case either that the city of Ryazan' is in Russia or that the city of Nanning is in the United States.,1,The city of Ryazan' is in Russia.,1,Ryazan',Russian Federation,Russian Federation,The city of Nanning is in the United States.,0,Nanning,United States,China
It is the case either that the city of Santo Domingo Este is in the Dominican Republic or that the city of Mumbai is in Nigeria.,1,The city of Santo Domingo Este is in the Dominican Republic.,1,Santo Domingo Este,Dominican Republic,Dominican Republic,The city of Mumbai is in Nigeria.,0,Mumbai,Nigeria,India
It is the case either that the city of Sorocaba is in Brazil or that the city of Ma'anshan is in Japan.,1,The city of Sorocaba is in Brazil.,1,Sorocaba,Brazil,Brazil,The city of Ma'anshan is in Japan.,0,Ma'anshan,Japan,China
